keyge,group,category,description
gene:178388,genomic,gene,gene:178388
gene:178389,genomic,gene,gene:178389
gene:178390,genomic,gene,gene:178390
gene:178391,genomic,gene,gene:178391
gene:178393,genomic,gene,gene:178393
gene:178395,genomic,gene,gene:178395
gene:17840,genomic,gene,gene:17840
gene:178400,genomic,gene,gene:178400
gene:178403,genomic,gene,gene:178403
gene:178404,genomic,gene,gene:178404
gene:178406,genomic,gene,gene:178406
gene:178407,genomic,gene,gene:178407
gene:178409,genomic,gene,gene:178409
gene:17841,genomic,gene,gene:17841
gene:178411,genomic,gene,gene:178411
gene:178412,genomic,gene,gene:178412
gene:178414,genomic,gene,gene:178414
gene:178415,genomic,gene,gene:178415
gene:178419,genomic,gene,gene:178419
gene:17842,genomic,gene,gene:17842
gene:178421,genomic,gene,gene:178421
gene:178423,genomic,gene,gene:178423
gene:178426,genomic,gene,gene:178426
gene:178428,genomic,gene,gene:178428
gene:17843,genomic,gene,gene:17843
gene:178430,genomic,gene,gene:178430
gene:178437,genomic,gene,gene:178437
gene:17844,genomic,gene,gene:17844
gene:178441,genomic,gene,gene:178441
gene:178445,genomic,gene,gene:178445
gene:178446,genomic,gene,gene:178446
gene:178447,genomic,gene,gene:178447
gene:178448,genomic,gene,gene:178448
gene:178449,genomic,gene,gene:178449
gene:178455,genomic,gene,gene:178455
gene:178456,genomic,gene,gene:178456
gene:178460,genomic,gene,gene:178460
gene:178464,genomic,gene,gene:178464
gene:178465,genomic,gene,gene:178465
gene:178468,genomic,gene,gene:178468
gene:178471,genomic,gene,gene:178471
gene:178472,genomic,gene,gene:178472
gene:178477,genomic,gene,gene:178477
gene:178478,genomic,gene,gene:178478
gene:178480,genomic,gene,gene:178480
gene:178481,genomic,gene,gene:178481
gene:178482,genomic,gene,gene:178482
gene:178488,genomic,gene,gene:178488
gene:178491,genomic,gene,gene:178491
gene:178492,genomic,gene,gene:178492
gene:178493,genomic,gene,gene:178493
gene:178494,genomic,gene,gene:178494
gene:178495,genomic,gene,gene:178495
gene:178496,genomic,gene,gene:178496
gene:178498,genomic,gene,gene:178498
gene:1785,genomic,gene,gene:1785
gene:178503,genomic,gene,gene:178503
gene:178505,genomic,gene,gene:178505
gene:178506,genomic,gene,gene:178506
gene:178507,genomic,gene,gene:178507
gene:178509,genomic,gene,gene:178509
gene:178510,genomic,gene,gene:178510
gene:178512,genomic,gene,gene:178512
gene:178515,genomic,gene,gene:178515
gene:178516,genomic,gene,gene:178516
gene:178519,genomic,gene,gene:178519
gene:178520,genomic,gene,gene:178520
gene:178522,genomic,gene,gene:178522
gene:178525,genomic,gene,gene:178525
gene:178529,genomic,gene,gene:178529
gene:178530,genomic,gene,gene:178530
gene:178531,genomic,gene,gene:178531
gene:178532,genomic,gene,gene:178532
gene:178533,genomic,gene,gene:178533
gene:178534,genomic,gene,gene:178534
gene:178536,genomic,gene,gene:178536
gene:178537,genomic,gene,gene:178537
gene:178540,genomic,gene,gene:178540
gene:178543,genomic,gene,gene:178543
gene:178549,genomic,gene,gene:178549
gene:178550,genomic,gene,gene:178550
gene:178551,genomic,gene,gene:178551
gene:178552,genomic,gene,gene:178552
gene:178555,genomic,gene,gene:178555
gene:178556,genomic,gene,gene:178556
gene:178559,genomic,gene,gene:178559
gene:178560,genomic,gene,gene:178560
gene:178561,genomic,gene,gene:178561
gene:178563,genomic,gene,gene:178563
gene:178564,genomic,gene,gene:178564
gene:178565,genomic,gene,gene:178565
gene:178567,genomic,gene,gene:178567
gene:178568,genomic,gene,gene:178568
gene:178569,genomic,gene,gene:178569
gene:178571,genomic,gene,gene:178571
gene:178572,genomic,gene,gene:178572
gene:178573,genomic,gene,gene:178573
gene:178574,genomic,gene,gene:178574
gene:178576,genomic,gene,gene:178576
gene:178581,genomic,gene,gene:178581
gene:178583,genomic,gene,gene:178583
gene:178584,genomic,gene,gene:178584
gene:178586,genomic,gene,gene:178586
gene:178587,genomic,gene,gene:178587
gene:178589,genomic,gene,gene:178589
gene:178590,genomic,gene,gene:178590
gene:178596,genomic,gene,gene:178596
gene:178597,genomic,gene,gene:178597
gene:1786,genomic,gene,gene:1786
gene:178602,genomic,gene,gene:178602
gene:178603,genomic,gene,gene:178603
gene:178604,genomic,gene,gene:178604
gene:178611,genomic,gene,gene:178611
gene:178612,genomic,gene,gene:178612
gene:178613,genomic,gene,gene:178613
gene:178615,genomic,gene,gene:178615
gene:178619,genomic,gene,gene:178619
gene:178620,genomic,gene,gene:178620
gene:178621,genomic,gene,gene:178621
gene:178622,genomic,gene,gene:178622
gene:178623,genomic,gene,gene:178623
gene:178630,genomic,gene,gene:178630
gene:178631,genomic,gene,gene:178631
gene:178633,genomic,gene,gene:178633
gene:178635,genomic,gene,gene:178635
gene:178636,genomic,gene,gene:178636
gene:178637,genomic,gene,gene:178637
gene:178638,genomic,gene,gene:178638
gene:178639,genomic,gene,gene:178639
gene:178640,genomic,gene,gene:178640
gene:178641,genomic,gene,gene:178641
gene:178642,genomic,gene,gene:178642
gene:178643,genomic,gene,gene:178643
gene:178644,genomic,gene,gene:178644
gene:178645,genomic,gene,gene:178645
gene:178648,genomic,gene,gene:178648
gene:178649,genomic,gene,gene:178649
gene:178651,genomic,gene,gene:178651
gene:178652,genomic,gene,gene:178652
gene:178653,genomic,gene,gene:178653
gene:178656,genomic,gene,gene:178656
gene:178657,genomic,gene,gene:178657
gene:178659,genomic,gene,gene:178659
gene:178660,genomic,gene,gene:178660
gene:178661,genomic,gene,gene:178661
gene:178662,genomic,gene,gene:178662
gene:178665,genomic,gene,gene:178665
gene:178667,genomic,gene,gene:178667
gene:178669,genomic,gene,gene:178669
gene:178673,genomic,gene,gene:178673
gene:178674,genomic,gene,gene:178674
gene:178677,genomic,gene,gene:178677
gene:178680,genomic,gene,gene:178680
gene:178682,genomic,gene,gene:178682
gene:178684,genomic,gene,gene:178684
gene:178685,genomic,gene,gene:178685
gene:178686,genomic,gene,gene:178686
gene:178690,genomic,gene,gene:178690
gene:178691,genomic,gene,gene:178691
gene:178692,genomic,gene,gene:178692
gene:178695,genomic,gene,gene:178695
gene:178697,genomic,gene,gene:178697
gene:178698,genomic,gene,gene:178698
gene:1787,genomic,gene,gene:1787
gene:17870,genomic,gene,gene:17870
gene:178702,genomic,gene,gene:178702
gene:178703,genomic,gene,gene:178703
gene:178704,genomic,gene,gene:178704
gene:178706,genomic,gene,gene:178706
gene:178707,genomic,gene,gene:178707
gene:178708,genomic,gene,gene:178708
gene:178709,genomic,gene,gene:178709
gene:178710,genomic,gene,gene:178710
gene:178711,genomic,gene,gene:178711
gene:178712,genomic,gene,gene:178712
gene:178713,genomic,gene,gene:178713
gene:178714,genomic,gene,gene:178714
gene:178716,genomic,gene,gene:178716
gene:178721,genomic,gene,gene:178721
gene:178722,genomic,gene,gene:178722
gene:178725,genomic,gene,gene:178725
gene:178729,genomic,gene,gene:178729
gene:178730,genomic,gene,gene:178730
gene:178731,genomic,gene,gene:178731
gene:178732,genomic,gene,gene:178732
gene:178736,genomic,gene,gene:178736
gene:178737,genomic,gene,gene:178737
gene:178738,genomic,gene,gene:178738
gene:178739,genomic,gene,gene:178739
gene:178741,genomic,gene,gene:178741
gene:178742,genomic,gene,gene:178742
gene:178743,genomic,gene,gene:178743
gene:178744,genomic,gene,gene:178744
gene:178745,genomic,gene,gene:178745
gene:178747,genomic,gene,gene:178747
gene:178748,genomic,gene,gene:178748
gene:178750,genomic,gene,gene:178750
gene:178752,genomic,gene,gene:178752
gene:178753,genomic,gene,gene:178753
gene:178756,genomic,gene,gene:178756
gene:178759,genomic,gene,gene:178759
gene:178760,genomic,gene,gene:178760
gene:178766,genomic,gene,gene:178766
gene:178768,genomic,gene,gene:178768
gene:178770,genomic,gene,gene:178770
gene:178771,genomic,gene,gene:178771
gene:178772,genomic,gene,gene:178772
gene:178774,genomic,gene,gene:178774
gene:178778,genomic,gene,gene:178778
gene:178781,genomic,gene,gene:178781
gene:178783,genomic,gene,gene:178783
gene:178784,genomic,gene,gene:178784
gene:178786,genomic,gene,gene:178786
gene:178789,genomic,gene,gene:178789
gene:178793,genomic,gene,gene:178793
gene:178794,genomic,gene,gene:178794
gene:178795,genomic,gene,gene:178795
gene:178797,genomic,gene,gene:178797
gene:178799,genomic,gene,gene:178799
gene:1788,genomic,gene,gene:1788
gene:178800,genomic,gene,gene:178800
gene:178801,genomic,gene,gene:178801
gene:178802,genomic,gene,gene:178802
gene:178803,genomic,gene,gene:178803
gene:178805,genomic,gene,gene:178805
gene:178806,genomic,gene,gene:178806
gene:178809,genomic,gene,gene:178809
gene:178810,genomic,gene,gene:178810
gene:178812,genomic,gene,gene:178812
gene:178813,genomic,gene,gene:178813
gene:178816,genomic,gene,gene:178816
gene:178817,genomic,gene,gene:178817
gene:178818,genomic,gene,gene:178818
gene:178821,genomic,gene,gene:178821
gene:178825,genomic,gene,gene:178825
gene:178830,genomic,gene,gene:178830
gene:178831,genomic,gene,gene:178831
gene:178836,genomic,gene,gene:178836
gene:178837,genomic,gene,gene:178837
gene:178839,genomic,gene,gene:178839
gene:178840,genomic,gene,gene:178840
gene:178841,genomic,gene,gene:178841
gene:178843,genomic,gene,gene:178843
gene:178844,genomic,gene,gene:178844
gene:178845,genomic,gene,gene:178845
gene:178846,genomic,gene,gene:178846
gene:178848,genomic,gene,gene:178848
gene:178854,genomic,gene,gene:178854
gene:178855,genomic,gene,gene:178855
gene:178856,genomic,gene,gene:178856
gene:178857,genomic,gene,gene:178857
gene:178860,genomic,gene,gene:178860
gene:178866,genomic,gene,gene:178866
gene:178867,genomic,gene,gene:178867
gene:178870,genomic,gene,gene:178870
gene:178872,genomic,gene,gene:178872
gene:178873,genomic,gene,gene:178873
gene:178875,genomic,gene,gene:178875
gene:178877,genomic,gene,gene:178877
gene:178880,genomic,gene,gene:178880
gene:178881,genomic,gene,gene:178881
gene:178882,genomic,gene,gene:178882
gene:178883,genomic,gene,gene:178883
gene:178886,genomic,gene,gene:178886
gene:178887,genomic,gene,gene:178887
gene:178888,genomic,gene,gene:178888
gene:178889,genomic,gene,gene:178889
gene:178890,genomic,gene,gene:178890
gene:178891,genomic,gene,gene:178891
gene:178892,genomic,gene,gene:178892
gene:178896,genomic,gene,gene:178896
gene:178897,genomic,gene,gene:178897
gene:1789,genomic,gene,gene:1789
gene:178901,genomic,gene,gene:178901
gene:178902,genomic,gene,gene:178902
gene:178903,genomic,gene,gene:178903
gene:178904,genomic,gene,gene:178904
gene:178905,genomic,gene,gene:178905
gene:178909,genomic,gene,gene:178909
gene:178910,genomic,gene,gene:178910
gene:178912,genomic,gene,gene:178912
gene:178913,genomic,gene,gene:178913
gene:178914,genomic,gene,gene:178914
gene:178917,genomic,gene,gene:178917
gene:178921,genomic,gene,gene:178921
gene:178923,genomic,gene,gene:178923
gene:178924,genomic,gene,gene:178924
gene:178925,genomic,gene,gene:178925
gene:178926,genomic,gene,gene:178926
gene:178928,genomic,gene,gene:178928
gene:178931,genomic,gene,gene:178931
gene:178933,genomic,gene,gene:178933
gene:178934,genomic,gene,gene:178934
gene:178937,genomic,gene,gene:178937
gene:178938,genomic,gene,gene:178938
gene:178940,genomic,gene,gene:178940
gene:178941,genomic,gene,gene:178941
gene:178942,genomic,gene,gene:178942
gene:178943,genomic,gene,gene:178943
gene:178945,genomic,gene,gene:178945
gene:178946,genomic,gene,gene:178946
gene:178947,genomic,gene,gene:178947
gene:178948,genomic,gene,gene:178948
gene:178953,genomic,gene,gene:178953
gene:178954,genomic,gene,gene:178954
gene:178958,genomic,gene,gene:178958
gene:178960,genomic,gene,gene:178960
gene:178961,genomic,gene,gene:178961
gene:178963,genomic,gene,gene:178963
gene:178964,genomic,gene,gene:178964
gene:178965,genomic,gene,gene:178965
gene:178967,genomic,gene,gene:178967
gene:178969,genomic,gene,gene:178969
gene:178970,genomic,gene,gene:178970
gene:178971,genomic,gene,gene:178971
gene:178972,genomic,gene,gene:178972
gene:178975,genomic,gene,gene:178975
gene:178977,genomic,gene,gene:178977
gene:178978,genomic,gene,gene:178978
gene:178980,genomic,gene,gene:178980
gene:178981,genomic,gene,gene:178981
gene:178982,genomic,gene,gene:178982
gene:178983,genomic,gene,gene:178983
gene:178984,genomic,gene,gene:178984
gene:178986,genomic,gene,gene:178986
gene:178987,genomic,gene,gene:178987
gene:178992,genomic,gene,gene:178992
gene:178994,genomic,gene,gene:178994
gene:178998,genomic,gene,gene:178998
gene:178999,genomic,gene,gene:178999
gene:179003,genomic,gene,gene:179003
gene:179009,genomic,gene,gene:179009
gene:179011,genomic,gene,gene:179011
gene:179014,genomic,gene,gene:179014
gene:179016,genomic,gene,gene:179016
gene:179017,genomic,gene,gene:179017
gene:179018,genomic,gene,gene:179018
gene:179019,genomic,gene,gene:179019
gene:179020,genomic,gene,gene:179020
gene:179022,genomic,gene,gene:179022
gene:179023,genomic,gene,gene:179023
gene:179025,genomic,gene,gene:179025
gene:179026,genomic,gene,gene:179026
gene:179028,genomic,gene,gene:179028
gene:179029,genomic,gene,gene:179029
gene:179030,genomic,gene,gene:179030
gene:179033,genomic,gene,gene:179033
gene:179034,genomic,gene,gene:179034
gene:179036,genomic,gene,gene:179036
gene:179041,genomic,gene,gene:179041
gene:179042,genomic,gene,gene:179042
gene:179043,genomic,gene,gene:179043
gene:179044,genomic,gene,gene:179044
gene:179049,genomic,gene,gene:179049
gene:179050,genomic,gene,gene:179050
gene:179051,genomic,gene,gene:179051
gene:179053,genomic,gene,gene:179053
gene:179056,genomic,gene,gene:179056
gene:179058,genomic,gene,gene:179058
gene:179060,genomic,gene,gene:179060
gene:179061,genomic,gene,gene:179061
gene:179064,genomic,gene,gene:179064
gene:179066,genomic,gene,gene:179066
gene:179067,genomic,gene,gene:179067
gene:179069,genomic,gene,gene:179069
gene:17907,genomic,gene,gene:17907
gene:179070,genomic,gene,gene:179070
gene:179071,genomic,gene,gene:179071
gene:179073,genomic,gene,gene:179073
gene:179075,genomic,gene,gene:179075
gene:179078,genomic,gene,gene:179078
gene:179079,genomic,gene,gene:179079
gene:179080,genomic,gene,gene:179080
gene:179081,genomic,gene,gene:179081
gene:179082,genomic,gene,gene:179082
gene:179084,genomic,gene,gene:179084
gene:179085,genomic,gene,gene:179085
gene:179088,genomic,gene,gene:179088
gene:179089,genomic,gene,gene:179089
gene:179093,genomic,gene,gene:179093
gene:179095,genomic,gene,gene:179095
gene:179096,genomic,gene,gene:179096
gene:1791,genomic,gene,gene:1791
gene:17910,genomic,gene,gene:17910
gene:179100,genomic,gene,gene:179100
gene:179101,genomic,gene,gene:179101
gene:179104,genomic,gene,gene:179104
gene:179105,genomic,gene,gene:179105
gene:179109,genomic,gene,gene:179109
gene:179113,genomic,gene,gene:179113
gene:179117,genomic,gene,gene:179117
gene:179121,genomic,gene,gene:179121
gene:179123,genomic,gene,gene:179123
gene:179126,genomic,gene,gene:179126
gene:179128,genomic,gene,gene:179128
gene:179129,genomic,gene,gene:179129
gene:179130,genomic,gene,gene:179130
gene:179133,genomic,gene,gene:179133
gene:179136,genomic,gene,gene:179136
gene:179137,genomic,gene,gene:179137
gene:179138,genomic,gene,gene:179138
gene:179144,genomic,gene,gene:179144
gene:179148,genomic,gene,gene:179148
gene:179149,genomic,gene,gene:179149
gene:179152,genomic,gene,gene:179152
gene:179156,genomic,gene,gene:179156
gene:179157,genomic,gene,gene:179157
gene:179158,genomic,gene,gene:179158
gene:179159,genomic,gene,gene:179159
gene:179160,genomic,gene,gene:179160
gene:179161,genomic,gene,gene:179161
gene:179163,genomic,gene,gene:179163
gene:179164,genomic,gene,gene:179164
gene:179166,genomic,gene,gene:179166
gene:179168,genomic,gene,gene:179168
gene:179171,genomic,gene,gene:179171
gene:179173,genomic,gene,gene:179173
gene:179174,genomic,gene,gene:179174
gene:179175,genomic,gene,gene:179175
gene:179183,genomic,gene,gene:179183
gene:179184,genomic,gene,gene:179184
gene:179185,genomic,gene,gene:179185
gene:179187,genomic,gene,gene:179187
gene:179188,genomic,gene,gene:179188
gene:179189,genomic,gene,gene:179189
gene:179190,genomic,gene,gene:179190
gene:179191,genomic,gene,gene:179191
gene:179192,genomic,gene,gene:179192
gene:179194,genomic,gene,gene:179194
gene:179195,genomic,gene,gene:179195
gene:179198,genomic,gene,gene:179198
gene:179200,genomic,gene,gene:179200
gene:179201,genomic,gene,gene:179201
gene:179202,genomic,gene,gene:179202
gene:179206,genomic,gene,gene:179206
gene:179207,genomic,gene,gene:179207
gene:179210,genomic,gene,gene:179210
gene:179211,genomic,gene,gene:179211
gene:179218,genomic,gene,gene:179218
gene:179220,genomic,gene,gene:179220
gene:179223,genomic,gene,gene:179223
gene:179224,genomic,gene,gene:179224
gene:179225,genomic,gene,gene:179225
gene:179227,genomic,gene,gene:179227
gene:179229,genomic,gene,gene:179229
gene:179230,genomic,gene,gene:179230
gene:179231,genomic,gene,gene:179231
gene:179233,genomic,gene,gene:179233
gene:179235,genomic,gene,gene:179235
gene:179239,genomic,gene,gene:179239
gene:179240,genomic,gene,gene:179240
gene:179241,genomic,gene,gene:179241
gene:179242,genomic,gene,gene:179242
gene:179244,genomic,gene,gene:179244
gene:179245,genomic,gene,gene:179245
gene:179246,genomic,gene,gene:179246
gene:179247,genomic,gene,gene:179247
gene:179248,genomic,gene,gene:179248
gene:179249,genomic,gene,gene:179249
gene:179250,genomic,gene,gene:179250
gene:179252,genomic,gene,gene:179252
gene:179253,genomic,gene,gene:179253
gene:179254,genomic,gene,gene:179254
gene:179255,genomic,gene,gene:179255
gene:179256,genomic,gene,gene:179256
gene:179257,genomic,gene,gene:179257
gene:179259,genomic,gene,gene:179259
gene:179269,genomic,gene,gene:179269
gene:179270,genomic,gene,gene:179270
gene:179272,genomic,gene,gene:179272
gene:179273,genomic,gene,gene:179273
gene:179276,genomic,gene,gene:179276
gene:179277,genomic,gene,gene:179277
gene:179278,genomic,gene,gene:179278
gene:179281,genomic,gene,gene:179281
gene:179283,genomic,gene,gene:179283
gene:179284,genomic,gene,gene:179284
gene:179286,genomic,gene,gene:179286
gene:179287,genomic,gene,gene:179287
gene:179288,genomic,gene,gene:179288
gene:179289,genomic,gene,gene:179289
gene:179290,genomic,gene,gene:179290
gene:179291,genomic,gene,gene:179291
gene:179292,genomic,gene,gene:179292
gene:179293,genomic,gene,gene:179293
gene:179294,genomic,gene,gene:179294
gene:179296,genomic,gene,gene:179296
gene:179298,genomic,gene,gene:179298
gene:1793,genomic,gene,gene:1793
gene:179300,genomic,gene,gene:179300
gene:179301,genomic,gene,gene:179301
gene:179302,genomic,gene,gene:179302
gene:179308,genomic,gene,gene:179308
gene:179309,genomic,gene,gene:179309
gene:179311,genomic,gene,gene:179311
gene:179313,genomic,gene,gene:179313
gene:179314,genomic,gene,gene:179314
gene:179316,genomic,gene,gene:179316
gene:179320,genomic,gene,gene:179320
gene:179321,genomic,gene,gene:179321
gene:179323,genomic,gene,gene:179323
gene:179324,genomic,gene,gene:179324
gene:179326,genomic,gene,gene:179326
gene:179328,genomic,gene,gene:179328
gene:179329,genomic,gene,gene:179329
gene:179330,genomic,gene,gene:179330
gene:179332,genomic,gene,gene:179332
gene:179333,genomic,gene,gene:179333
gene:179334,genomic,gene,gene:179334
gene:179335,genomic,gene,gene:179335
gene:179342,genomic,gene,gene:179342
gene:179346,genomic,gene,gene:179346
gene:179347,genomic,gene,gene:179347
gene:179348,genomic,gene,gene:179348
gene:179349,genomic,gene,gene:179349
gene:179350,genomic,gene,gene:179350
gene:179351,genomic,gene,gene:179351
gene:179352,genomic,gene,gene:179352
gene:179353,genomic,gene,gene:179353
gene:179355,genomic,gene,gene:179355
gene:179356,genomic,gene,gene:179356
gene:179359,genomic,gene,gene:179359
gene:179360,genomic,gene,gene:179360
gene:179361,genomic,gene,gene:179361
gene:179362,genomic,gene,gene:179362
gene:179363,genomic,gene,gene:179363
gene:179364,genomic,gene,gene:179364
gene:179366,genomic,gene,gene:179366
gene:179368,genomic,gene,gene:179368
gene:179369,genomic,gene,gene:179369
gene:179374,genomic,gene,gene:179374
gene:179375,genomic,gene,gene:179375
gene:179381,genomic,gene,gene:179381
gene:179382,genomic,gene,gene:179382
gene:179383,genomic,gene,gene:179383
gene:179385,genomic,gene,gene:179385
gene:179386,genomic,gene,gene:179386
gene:179387,genomic,gene,gene:179387
gene:179389,genomic,gene,gene:179389
gene:179399,genomic,gene,gene:179399
gene:1794,genomic,gene,gene:1794
gene:17940,genomic,gene,gene:17940
gene:179400,genomic,gene,gene:179400
gene:179401,genomic,gene,gene:179401
gene:179403,genomic,gene,gene:179403
gene:179404,genomic,gene,gene:179404
gene:179405,genomic,gene,gene:179405
gene:179406,genomic,gene,gene:179406
gene:179407,genomic,gene,gene:179407
gene:179410,genomic,gene,gene:179410
gene:179411,genomic,gene,gene:179411
gene:179412,genomic,gene,gene:179412
gene:179413,genomic,gene,gene:179413
gene:179415,genomic,gene,gene:179415
gene:179418,genomic,gene,gene:179418
gene:179421,genomic,gene,gene:179421
gene:179422,genomic,gene,gene:179422
gene:179424,genomic,gene,gene:179424
gene:179425,genomic,gene,gene:179425
gene:179427,genomic,gene,gene:179427
gene:179428,genomic,gene,gene:179428
gene:179429,genomic,gene,gene:179429
gene:179430,genomic,gene,gene:179430
gene:179431,genomic,gene,gene:179431
gene:179432,genomic,gene,gene:179432
gene:179433,genomic,gene,gene:179433
gene:179435,genomic,gene,gene:179435
gene:179439,genomic,gene,gene:179439
gene:179442,genomic,gene,gene:179442
gene:179443,genomic,gene,gene:179443
gene:179444,genomic,gene,gene:179444
gene:179445,genomic,gene,gene:179445
gene:179447,genomic,gene,gene:179447
gene:179449,genomic,gene,gene:179449
gene:179450,genomic,gene,gene:179450
gene:179451,genomic,gene,gene:179451
gene:179452,genomic,gene,gene:179452
gene:179453,genomic,gene,gene:179453
gene:179454,genomic,gene,gene:179454
gene:179457,genomic,gene,gene:179457
gene:179458,genomic,gene,gene:179458
gene:179459,genomic,gene,gene:179459
gene:179461,genomic,gene,gene:179461
gene:179463,genomic,gene,gene:179463
gene:179464,genomic,gene,gene:179464
gene:179465,genomic,gene,gene:179465
gene:179468,genomic,gene,gene:179468
gene:179470,genomic,gene,gene:179470
gene:179472,genomic,gene,gene:179472
gene:179474,genomic,gene,gene:179474
gene:179475,genomic,gene,gene:179475
gene:179476,genomic,gene,gene:179476
gene:179478,genomic,gene,gene:179478
gene:17948,genomic,gene,gene:17948
gene:179480,genomic,gene,gene:179480
gene:179481,genomic,gene,gene:179481
gene:179482,genomic,gene,gene:179482
gene:179484,genomic,gene,gene:179484
gene:179485,genomic,gene,gene:179485
gene:179486,genomic,gene,gene:179486
gene:179487,genomic,gene,gene:179487
gene:179488,genomic,gene,gene:179488
gene:179489,genomic,gene,gene:179489
gene:179490,genomic,gene,gene:179490
gene:179491,genomic,gene,gene:179491
gene:179494,genomic,gene,gene:179494
gene:179495,genomic,gene,gene:179495
gene:179496,genomic,gene,gene:179496
gene:179497,genomic,gene,gene:179497
gene:179498,genomic,gene,gene:179498
gene:1795,genomic,gene,gene:1795
gene:179501,genomic,gene,gene:179501
gene:179502,genomic,gene,gene:179502
gene:179504,genomic,gene,gene:179504
gene:179506,genomic,gene,gene:179506
gene:179507,genomic,gene,gene:179507
gene:179509,genomic,gene,gene:179509
gene:17951,genomic,gene,gene:17951
gene:179513,genomic,gene,gene:179513
gene:179515,genomic,gene,gene:179515
gene:179518,genomic,gene,gene:179518
gene:179519,genomic,gene,gene:179519
gene:17952,genomic,gene,gene:17952
gene:179521,genomic,gene,gene:179521
gene:179525,genomic,gene,gene:179525
gene:179526,genomic,gene,gene:179526
gene:179527,genomic,gene,gene:179527
gene:179528,genomic,gene,gene:179528
gene:179529,genomic,gene,gene:179529
gene:179530,genomic,gene,gene:179530
gene:179531,genomic,gene,gene:179531
gene:179532,genomic,gene,gene:179532
gene:179533,genomic,gene,gene:179533
gene:179534,genomic,gene,gene:179534
gene:179538,genomic,gene,gene:179538
gene:179540,genomic,gene,gene:179540
gene:179542,genomic,gene,gene:179542
gene:179543,genomic,gene,gene:179543
gene:179544,genomic,gene,gene:179544
gene:179545,genomic,gene,gene:179545
gene:179548,genomic,gene,gene:179548
gene:179549,genomic,gene,gene:179549
gene:179550,genomic,gene,gene:179550
gene:179551,genomic,gene,gene:179551
gene:179553,genomic,gene,gene:179553
gene:179554,genomic,gene,gene:179554
gene:179555,genomic,gene,gene:179555
gene:179558,genomic,gene,gene:179558
gene:179559,genomic,gene,gene:179559
gene:179560,genomic,gene,gene:179560
gene:179561,genomic,gene,gene:179561
gene:179562,genomic,gene,gene:179562
gene:179564,genomic,gene,gene:179564
gene:179565,genomic,gene,gene:179565
gene:179568,genomic,gene,gene:179568
gene:179569,genomic,gene,gene:179569
gene:179572,genomic,gene,gene:179572
gene:179573,genomic,gene,gene:179573
gene:179575,genomic,gene,gene:179575
gene:179577,genomic,gene,gene:179577
gene:179578,genomic,gene,gene:179578
gene:179579,genomic,gene,gene:179579
gene:179580,genomic,gene,gene:179580
gene:179582,genomic,gene,gene:179582
gene:179586,genomic,gene,gene:179586
gene:179589,genomic,gene,gene:179589
gene:179590,genomic,gene,gene:179590
gene:179592,genomic,gene,gene:179592
gene:179593,genomic,gene,gene:179593
gene:179594,genomic,gene,gene:179594
gene:179597,genomic,gene,gene:179597
gene:179599,genomic,gene,gene:179599
gene:1796,genomic,gene,gene:1796
gene:179600,genomic,gene,gene:179600
gene:179601,genomic,gene,gene:179601
gene:179602,genomic,gene,gene:179602
gene:179603,genomic,gene,gene:179603
gene:179604,genomic,gene,gene:179604
gene:179606,genomic,gene,gene:179606
gene:179607,genomic,gene,gene:179607
gene:179611,genomic,gene,gene:179611
gene:179616,genomic,gene,gene:179616
gene:179617,genomic,gene,gene:179617
gene:179619,genomic,gene,gene:179619
gene:17962,genomic,gene,gene:17962
gene:179620,genomic,gene,gene:179620
gene:179624,genomic,gene,gene:179624
gene:179626,genomic,gene,gene:179626
gene:179629,genomic,gene,gene:179629
gene:179631,genomic,gene,gene:179631
gene:179633,genomic,gene,gene:179633
gene:179635,genomic,gene,gene:179635
gene:179636,genomic,gene,gene:179636
gene:179637,genomic,gene,gene:179637
gene:179639,genomic,gene,gene:179639
gene:179645,genomic,gene,gene:179645
gene:179646,genomic,gene,gene:179646
gene:179649,genomic,gene,gene:179649
gene:179650,genomic,gene,gene:179650
gene:179654,genomic,gene,gene:179654
gene:179655,genomic,gene,gene:179655
gene:179657,genomic,gene,gene:179657
gene:179658,genomic,gene,gene:179658
gene:179661,genomic,gene,gene:179661
gene:179663,genomic,gene,gene:179663
gene:179664,genomic,gene,gene:179664
gene:179666,genomic,gene,gene:179666
gene:179668,genomic,gene,gene:179668
gene:179670,genomic,gene,gene:179670
gene:179673,genomic,gene,gene:179673
gene:179674,genomic,gene,gene:179674
gene:179675,genomic,gene,gene:179675
gene:179676,genomic,gene,gene:179676
gene:179678,genomic,gene,gene:179678
gene:179680,genomic,gene,gene:179680
gene:179681,genomic,gene,gene:179681
gene:179683,genomic,gene,gene:179683
gene:179688,genomic,gene,gene:179688
gene:179689,genomic,gene,gene:179689
gene:179691,genomic,gene,gene:179691
gene:179693,genomic,gene,gene:179693
gene:179695,genomic,gene,gene:179695
gene:179698,genomic,gene,gene:179698
gene:1797,genomic,gene,gene:1797
gene:179701,genomic,gene,gene:179701
gene:179703,genomic,gene,gene:179703
gene:179704,genomic,gene,gene:179704
gene:179707,genomic,gene,gene:179707
gene:179711,genomic,gene,gene:179711
gene:179714,genomic,gene,gene:179714
gene:179716,genomic,gene,gene:179716
gene:179717,genomic,gene,gene:179717
gene:179718,genomic,gene,gene:179718
gene:179722,genomic,gene,gene:179722
gene:179728,genomic,gene,gene:179728
gene:179729,genomic,gene,gene:179729
