keyge,group,category,description
gene:387758,genomic,gene,gene:387758
gene:387763,genomic,gene,gene:387763
gene:387775,genomic,gene,gene:387775
gene:387778,genomic,gene,gene:387778
gene:387787,genomic,gene,gene:387787
gene:38779,genomic,gene,gene:38779
gene:387804,genomic,gene,gene:387804
gene:38782,genomic,gene,gene:38782
gene:387836,genomic,gene,gene:387836
gene:387837,genomic,gene,gene:387837
gene:387841,genomic,gene,gene:387841
gene:387849,genomic,gene,gene:387849
gene:387853,genomic,gene,gene:387853
gene:387856,genomic,gene,gene:387856
gene:387867,genomic,gene,gene:387867
gene:387882,genomic,gene,gene:387882
gene:387885,genomic,gene,gene:387885
gene:387890,genomic,gene,gene:387890
gene:387893,genomic,gene,gene:387893
gene:387895,genomic,gene,gene:387895
gene:387911,genomic,gene,gene:387911
gene:387914,genomic,gene,gene:387914
gene:387921,genomic,gene,gene:387921
gene:387923,genomic,gene,gene:387923
gene:387934,genomic,gene,gene:387934
gene:387978,genomic,gene,gene:387978
gene:387990,genomic,gene,gene:387990
gene:388,genomic,gene,gene:388
gene:3880,genomic,gene,gene:3880
gene:388007,genomic,gene,gene:388007
gene:38801,genomic,gene,gene:38801
gene:388011,genomic,gene,gene:388011
gene:388015,genomic,gene,gene:388015
gene:388021,genomic,gene,gene:388021
gene:388076,genomic,gene,gene:388076
gene:3881,genomic,gene,gene:3881
gene:388115,genomic,gene,gene:388115
gene:388121,genomic,gene,gene:388121
gene:388125,genomic,gene,gene:388125
gene:388135,genomic,gene,gene:388135
gene:388152,genomic,gene,gene:388152
gene:38816,genomic,gene,gene:38816
gene:388165,genomic,gene,gene:388165
gene:38818,genomic,gene,gene:38818
gene:388182,genomic,gene,gene:388182
gene:388199,genomic,gene,gene:388199
gene:3882,genomic,gene,gene:3882
gene:38821,genomic,gene,gene:38821
gene:388228,genomic,gene,gene:388228
gene:38823,genomic,gene,gene:38823
gene:388272,genomic,gene,gene:388272
gene:388275,genomic,gene,gene:388275
gene:388276,genomic,gene,gene:388276
gene:388284,genomic,gene,gene:388284
gene:3883,genomic,gene,gene:3883
gene:388323,genomic,gene,gene:388323
gene:388324,genomic,gene,gene:388324
gene:388325,genomic,gene,gene:388325
gene:388327,genomic,gene,gene:388327
gene:388333,genomic,gene,gene:388333
gene:388335,genomic,gene,gene:388335
gene:388336,genomic,gene,gene:388336
gene:388339,genomic,gene,gene:388339
gene:388341,genomic,gene,gene:388341
gene:388344,genomic,gene,gene:388344
gene:388363,genomic,gene,gene:388363
gene:388364,genomic,gene,gene:388364
gene:388372,genomic,gene,gene:388372
gene:388381,genomic,gene,gene:388381
gene:388387,genomic,gene,gene:388387
gene:388389,genomic,gene,gene:388389
gene:38839,genomic,gene,gene:38839
gene:388394,genomic,gene,gene:388394
gene:3884,genomic,gene,gene:3884
gene:388403,genomic,gene,gene:388403
gene:388407,genomic,gene,gene:388407
gene:388419,genomic,gene,gene:388419
gene:388428,genomic,gene,gene:388428
gene:38846,genomic,gene,gene:38846
gene:388468,genomic,gene,gene:388468
gene:388474,genomic,gene,gene:388474
gene:3885,genomic,gene,gene:3885
gene:388503,genomic,gene,gene:388503
gene:388507,genomic,gene,gene:388507
gene:388512,genomic,gene,gene:388512
gene:388514,genomic,gene,gene:388514
gene:388523,genomic,gene,gene:388523
gene:388524,genomic,gene,gene:388524
gene:388531,genomic,gene,gene:388531
gene:388532,genomic,gene,gene:388532
gene:388533,genomic,gene,gene:388533
gene:388536,genomic,gene,gene:388536
gene:388550,genomic,gene,gene:388550
gene:388551,genomic,gene,gene:388551
gene:388552,genomic,gene,gene:388552
gene:388553,genomic,gene,gene:388553
gene:388555,genomic,gene,gene:388555
gene:388556,genomic,gene,gene:388556
gene:388558,genomic,gene,gene:388558
gene:388559,genomic,gene,gene:388559
gene:3885603,genomic,gene,gene:3885603
gene:388561,genomic,gene,gene:388561
gene:3885611,genomic,gene,gene:3885611
gene:388564,genomic,gene,gene:388564
gene:388566,genomic,gene,gene:388566
gene:388567,genomic,gene,gene:388567
gene:388569,genomic,gene,gene:388569
gene:388574,genomic,gene,gene:388574
gene:38858,genomic,gene,gene:38858
gene:388581,genomic,gene,gene:388581
gene:388585,genomic,gene,gene:388585
gene:388588,genomic,gene,gene:388588
gene:388591,genomic,gene,gene:388591
gene:388595,genomic,gene,gene:388595
gene:3886,genomic,gene,gene:3886
gene:388610,genomic,gene,gene:388610
gene:388611,genomic,gene,gene:388611
gene:388621,genomic,gene,gene:388621
gene:388630,genomic,gene,gene:388630
gene:388633,genomic,gene,gene:388633
gene:388646,genomic,gene,gene:388646
gene:388649,genomic,gene,gene:388649
gene:388650,genomic,gene,gene:388650
gene:388662,genomic,gene,gene:388662
gene:388667,genomic,gene,gene:388667
gene:388677,genomic,gene,gene:388677
gene:388685,genomic,gene,gene:388685
gene:388692,genomic,gene,gene:388692
gene:388695,genomic,gene,gene:388695
gene:388697,genomic,gene,gene:388697
gene:388698,genomic,gene,gene:388698
gene:388699,genomic,gene,gene:388699
gene:3887,genomic,gene,gene:3887
gene:388701,genomic,gene,gene:388701
gene:388707,genomic,gene,gene:388707
gene:38871,genomic,gene,gene:38871
gene:388714,genomic,gene,gene:388714
gene:388719,genomic,gene,gene:388719
gene:38872,genomic,gene,gene:38872
gene:388722,genomic,gene,gene:388722
gene:388730,genomic,gene,gene:388730
gene:388743,genomic,gene,gene:388743
gene:388753,genomic,gene,gene:388753
gene:388759,genomic,gene,gene:388759
gene:388761,genomic,gene,gene:388761
gene:388762,genomic,gene,gene:388762
gene:388789,genomic,gene,gene:388789
gene:388795,genomic,gene,gene:388795
gene:388796,genomic,gene,gene:388796
gene:388799,genomic,gene,gene:388799
gene:3888,genomic,gene,gene:3888
gene:388815,genomic,gene,gene:388815
gene:388818,genomic,gene,gene:388818
gene:388820,genomic,gene,gene:388820
gene:38884,genomic,gene,gene:38884
gene:388849,genomic,gene,gene:388849
gene:38885,genomic,gene,gene:38885
gene:388882,genomic,gene,gene:388882
gene:388886,genomic,gene,gene:388886
gene:3889,genomic,gene,gene:3889
gene:388906,genomic,gene,gene:388906
gene:388910,genomic,gene,gene:388910
gene:388931,genomic,gene,gene:388931
gene:388939,genomic,gene,gene:388939
gene:388946,genomic,gene,gene:388946
gene:388948,genomic,gene,gene:388948
gene:38895,genomic,gene,gene:38895
gene:388951,genomic,gene,gene:388951
gene:388960,genomic,gene,gene:388960
gene:388962,genomic,gene,gene:388962
gene:388963,genomic,gene,gene:388963
gene:388965,genomic,gene,gene:388965
gene:388969,genomic,gene,gene:388969
gene:38897,genomic,gene,gene:38897
gene:38898,genomic,gene,gene:38898
gene:389,genomic,gene,gene:389
gene:3890,genomic,gene,gene:3890
gene:389015,genomic,gene,gene:389015
gene:389023,genomic,gene,gene:389023
gene:389033,genomic,gene,gene:389033
gene:389043,genomic,gene,gene:389043
gene:38905,genomic,gene,gene:38905
gene:389058,genomic,gene,gene:389058
gene:389072,genomic,gene,gene:389072
gene:389073,genomic,gene,gene:389073
gene:389075,genomic,gene,gene:389075
gene:389084,genomic,gene,gene:389084
gene:38909,genomic,gene,gene:38909
gene:389090,genomic,gene,gene:389090
gene:3891,genomic,gene,gene:3891
gene:389101,genomic,gene,gene:389101
gene:389114,genomic,gene,gene:389114
gene:389118,genomic,gene,gene:389118
gene:389119,genomic,gene,gene:389119
gene:38912,genomic,gene,gene:38912
gene:389123,genomic,gene,gene:389123
gene:389124,genomic,gene,gene:389124
gene:389125,genomic,gene,gene:389125
gene:38913,genomic,gene,gene:38913
gene:389136,genomic,gene,gene:389136
gene:389141,genomic,gene,gene:389141
gene:389151,genomic,gene,gene:389151
gene:389152,genomic,gene,gene:389152
gene:389156,genomic,gene,gene:389156
gene:389158,genomic,gene,gene:389158
gene:389161,genomic,gene,gene:389161
gene:389168,genomic,gene,gene:389168
gene:389170,genomic,gene,gene:389170
gene:389177,genomic,gene,gene:389177
gene:389197,genomic,gene,gene:389197
gene:3892,genomic,gene,gene:3892
gene:389203,genomic,gene,gene:389203
gene:389206,genomic,gene,gene:389206
gene:389207,genomic,gene,gene:389207
gene:389208,genomic,gene,gene:389208
gene:389217,genomic,gene,gene:389217
gene:389223,genomic,gene,gene:389223
gene:389257,genomic,gene,gene:389257
gene:389289,genomic,gene,gene:389289
gene:389293,genomic,gene,gene:389293
gene:389320,genomic,gene,gene:389320
gene:389332,genomic,gene,gene:389332
gene:389333,genomic,gene,gene:389333
gene:389336,genomic,gene,gene:389336
gene:389337,genomic,gene,gene:389337
gene:38934,genomic,gene,gene:38934
gene:389342,genomic,gene,gene:389342
gene:38936,genomic,gene,gene:38936
gene:389362,genomic,gene,gene:389362
gene:389376,genomic,gene,gene:389376
gene:389383,genomic,gene,gene:389383
gene:389384,genomic,gene,gene:389384
gene:389396,genomic,gene,gene:389396
gene:38940,genomic,gene,gene:38940
gene:389400,genomic,gene,gene:389400
gene:389404,genomic,gene,gene:389404
gene:389421,genomic,gene,gene:389421
gene:389432,genomic,gene,gene:389432
gene:389434,genomic,gene,gene:389434
gene:389435,genomic,gene,gene:389435
gene:389458,genomic,gene,gene:389458
gene:389493,genomic,gene,gene:389493
gene:3895,genomic,gene,gene:3895
gene:389524,genomic,gene,gene:389524
gene:38953,genomic,gene,gene:38953
gene:389537,genomic,gene,gene:389537
gene:389538,genomic,gene,gene:389538
gene:389541,genomic,gene,gene:389541
gene:389549,genomic,gene,gene:389549
gene:38955,genomic,gene,gene:38955
gene:389558,genomic,gene,gene:389558
gene:38959,genomic,gene,gene:38959
gene:389599,genomic,gene,gene:389599
gene:389610,genomic,gene,gene:389610
gene:389616,genomic,gene,gene:389616
gene:38963,genomic,gene,gene:38963
gene:389633,genomic,gene,gene:389633
gene:389634,genomic,gene,gene:389634
gene:389641,genomic,gene,gene:389641
gene:389643,genomic,gene,gene:389643
gene:389649,genomic,gene,gene:389649
gene:389652,genomic,gene,gene:389652
gene:389658,genomic,gene,gene:389658
gene:389668,genomic,gene,gene:389668
gene:389672,genomic,gene,gene:389672
gene:3896732,genomic,gene,gene:3896732
gene:3896735,genomic,gene,gene:3896735
gene:389674,genomic,gene,gene:389674
gene:3896743,genomic,gene,gene:3896743
gene:3896746,genomic,gene,gene:3896746
gene:3896749,genomic,gene,gene:3896749
gene:3896758,genomic,gene,gene:3896758
gene:389676,genomic,gene,gene:389676
gene:3896761,genomic,gene,gene:3896761
gene:389677,genomic,gene,gene:389677
gene:3896773,genomic,gene,gene:3896773
gene:3896785,genomic,gene,gene:3896785
gene:3896805,genomic,gene,gene:3896805
gene:3896806,genomic,gene,gene:3896806
gene:3896808,genomic,gene,gene:3896808
gene:3896821,genomic,gene,gene:3896821
gene:3896822,genomic,gene,gene:3896822
gene:3896832,genomic,gene,gene:3896832
gene:3896836,genomic,gene,gene:3896836
gene:3896839,genomic,gene,gene:3896839
gene:3896842,genomic,gene,gene:3896842
gene:3896848,genomic,gene,gene:3896848
gene:3896857,genomic,gene,gene:3896857
gene:3896869,genomic,gene,gene:3896869
gene:3896896,genomic,gene,gene:3896896
gene:389690,genomic,gene,gene:389690
gene:389692,genomic,gene,gene:389692
gene:3897,genomic,gene,gene:3897
gene:389715,genomic,gene,gene:389715
gene:38972,genomic,gene,gene:38972
gene:38973,genomic,gene,gene:38973
gene:389730,genomic,gene,gene:389730
gene:389741,genomic,gene,gene:389741
gene:389756,genomic,gene,gene:389756
gene:389761,genomic,gene,gene:389761
gene:389763,genomic,gene,gene:389763
gene:389766,genomic,gene,gene:389766
gene:38978,genomic,gene,gene:38978
gene:389787,genomic,gene,gene:389787
gene:389791,genomic,gene,gene:389791
gene:389792,genomic,gene,gene:389792
gene:389799,genomic,gene,gene:389799
gene:3898,genomic,gene,gene:3898
gene:389812,genomic,gene,gene:389812
gene:389813,genomic,gene,gene:389813
gene:389816,genomic,gene,gene:389816
gene:389827,genomic,gene,gene:389827
gene:389840,genomic,gene,gene:389840
gene:389844,genomic,gene,gene:389844
gene:389852,genomic,gene,gene:389852
gene:389856,genomic,gene,gene:389856
gene:389857,genomic,gene,gene:389857
gene:389860,genomic,gene,gene:389860
gene:389874,genomic,gene,gene:389874
gene:389884,genomic,gene,gene:389884
gene:389898,genomic,gene,gene:389898
gene:3899,genomic,gene,gene:3899
gene:389903,genomic,gene,gene:389903
gene:389932,genomic,gene,gene:389932
gene:389935,genomic,gene,gene:389935
gene:389941,genomic,gene,gene:389941
gene:38995,genomic,gene,gene:38995
gene:389976,genomic,gene,gene:389976
gene:39,genomic,gene,gene:39
gene:390,genomic,gene,gene:390
gene:39000,genomic,gene,gene:39000
gene:390003,genomic,gene,gene:390003
gene:390010,genomic,gene,gene:390010
gene:39002,genomic,gene,gene:39002
gene:390030,genomic,gene,gene:390030
gene:390035,genomic,gene,gene:390035
gene:390036,genomic,gene,gene:390036
gene:390037,genomic,gene,gene:390037
gene:390038,genomic,gene,gene:390038
gene:390053,genomic,gene,gene:390053
gene:390054,genomic,gene,gene:390054
gene:390058,genomic,gene,gene:390058
gene:390059,genomic,gene,gene:390059
gene:390061,genomic,gene,gene:390061
gene:390063,genomic,gene,gene:390063
gene:390064,genomic,gene,gene:390064
gene:390066,genomic,gene,gene:390066
gene:390067,genomic,gene,gene:390067
gene:390072,genomic,gene,gene:390072
gene:390075,genomic,gene,gene:390075
gene:390077,genomic,gene,gene:390077
gene:390078,genomic,gene,gene:390078
gene:390079,genomic,gene,gene:390079
gene:390081,genomic,gene,gene:390081
gene:390082,genomic,gene,gene:390082
gene:390083,genomic,gene,gene:390083
gene:390084,genomic,gene,gene:390084
gene:390093,genomic,gene,gene:390093
gene:390110,genomic,gene,gene:390110
gene:390113,genomic,gene,gene:390113
gene:39013,genomic,gene,gene:39013
gene:390142,genomic,gene,gene:390142
gene:390144,genomic,gene,gene:390144
gene:390148,genomic,gene,gene:390148
gene:390151,genomic,gene,gene:390151
gene:390152,genomic,gene,gene:390152
gene:390154,genomic,gene,gene:390154
gene:390155,genomic,gene,gene:390155
gene:390157,genomic,gene,gene:390157
gene:390158,genomic,gene,gene:390158
gene:390162,genomic,gene,gene:390162
gene:390167,genomic,gene,gene:390167
gene:390168,genomic,gene,gene:390168
gene:390174,genomic,gene,gene:390174
gene:390181,genomic,gene,gene:390181
gene:390183,genomic,gene,gene:390183
gene:390190,genomic,gene,gene:390190
gene:390191,genomic,gene,gene:390191
gene:390195,genomic,gene,gene:390195
gene:390197,genomic,gene,gene:390197
gene:390199,genomic,gene,gene:390199
gene:3902,genomic,gene,gene:3902
gene:39020,genomic,gene,gene:39020
gene:390201,genomic,gene,gene:390201
gene:390205,genomic,gene,gene:390205
gene:390206,genomic,gene,gene:390206
gene:390212,genomic,gene,gene:390212
gene:390213,genomic,gene,gene:390213
gene:390226,genomic,gene,gene:390226
gene:390231,genomic,gene,gene:390231
gene:390243,genomic,gene,gene:390243
gene:390245,genomic,gene,gene:390245
gene:390259,genomic,gene,gene:390259
gene:390260,genomic,gene,gene:390260
gene:390261,genomic,gene,gene:390261
gene:390264,genomic,gene,gene:390264
gene:390265,genomic,gene,gene:390265
gene:39027,genomic,gene,gene:39027
gene:390271,genomic,gene,gene:390271
gene:390275,genomic,gene,gene:390275
gene:390284,genomic,gene,gene:390284
gene:3903,genomic,gene,gene:3903
gene:39031,genomic,gene,gene:39031
gene:390321,genomic,gene,gene:390321
gene:390323,genomic,gene,gene:390323
gene:390326,genomic,gene,gene:390326
gene:390327,genomic,gene,gene:390327
gene:390345,genomic,gene,gene:390345
gene:390354,genomic,gene,gene:390354
gene:39039,genomic,gene,gene:39039
gene:3904,genomic,gene,gene:3904
gene:390403,genomic,gene,gene:390403
gene:39041,genomic,gene,gene:39041
gene:390411,genomic,gene,gene:390411
gene:390424,genomic,gene,gene:390424
gene:390429,genomic,gene,gene:390429
gene:390431,genomic,gene,gene:390431
gene:390433,genomic,gene,gene:390433
gene:390436,genomic,gene,gene:390436
gene:390437,genomic,gene,gene:390437
gene:390439,genomic,gene,gene:390439
gene:390441,genomic,gene,gene:390441
gene:390442,genomic,gene,gene:390442
gene:390443,genomic,gene,gene:390443
gene:390445,genomic,gene,gene:390445
gene:39048,genomic,gene,gene:39048
gene:39050,genomic,gene,gene:39050
gene:390502,genomic,gene,gene:390502
gene:39052,genomic,gene,gene:39052
gene:390530,genomic,gene,gene:390530
gene:390535,genomic,gene,gene:390535
gene:390538,genomic,gene,gene:390538
gene:390539,genomic,gene,gene:390539
gene:39054,genomic,gene,gene:39054
gene:390561,genomic,gene,gene:390561
gene:390578,genomic,gene,gene:390578
gene:390594,genomic,gene,gene:390594
gene:390595,genomic,gene,gene:390595
gene:390598,genomic,gene,gene:390598
gene:3906,genomic,gene,gene:3906
gene:390601,genomic,gene,gene:390601
gene:390612,genomic,gene,gene:390612
gene:390616,genomic,gene,gene:390616
gene:390627,genomic,gene,gene:390627
gene:39063,genomic,gene,gene:39063
gene:390637,genomic,gene,gene:390637
gene:390648,genomic,gene,gene:390648
gene:390649,genomic,gene,gene:390649
gene:39065,genomic,gene,gene:39065
gene:390651,genomic,gene,gene:390651
gene:390660,genomic,gene,gene:390660
gene:390664,genomic,gene,gene:390664
gene:390667,genomic,gene,gene:390667
gene:39068,genomic,gene,gene:39068
gene:39071,genomic,gene,gene:39071
gene:390735,genomic,gene,gene:390735
gene:390748,genomic,gene,gene:390748
gene:39075,genomic,gene,gene:39075
gene:390756,genomic,gene,gene:390756
gene:39077,genomic,gene,gene:39077
gene:39078,genomic,gene,gene:39078
gene:390790,genomic,gene,gene:390790
gene:390792,genomic,gene,gene:390792
gene:3908,genomic,gene,gene:3908
gene:39081,genomic,gene,gene:39081
gene:390834,genomic,gene,gene:390834
gene:39085,genomic,gene,gene:39085
gene:390858,genomic,gene,gene:390858
gene:390874,genomic,gene,gene:390874
gene:390882,genomic,gene,gene:390882
gene:390883,genomic,gene,gene:390883
gene:390885,genomic,gene,gene:390885
gene:39089,genomic,gene,gene:39089
gene:390892,genomic,gene,gene:390892
gene:390894,genomic,gene,gene:390894
gene:3909,genomic,gene,gene:3909
gene:390916,genomic,gene,gene:390916
gene:390927,genomic,gene,gene:390927
gene:390928,genomic,gene,gene:390928
gene:390937,genomic,gene,gene:390937
gene:390940,genomic,gene,gene:390940
gene:390963,genomic,gene,gene:390963
gene:390980,genomic,gene,gene:390980
gene:390992,genomic,gene,gene:390992
gene:390999,genomic,gene,gene:390999
gene:391,genomic,gene,gene:391
gene:3910,genomic,gene,gene:3910
gene:391002,genomic,gene,gene:391002
gene:391003,genomic,gene,gene:391003
gene:391004,genomic,gene,gene:391004
gene:391013,genomic,gene,gene:391013
gene:391019,genomic,gene,gene:391019
gene:391037,genomic,gene,gene:391037
gene:391051,genomic,gene,gene:391051
gene:391059,genomic,gene,gene:391059
gene:39106,genomic,gene,gene:39106
gene:391075,genomic,gene,gene:391075
gene:391081,genomic,gene,gene:391081
gene:3911,genomic,gene,gene:3911
gene:391104,genomic,gene,gene:391104
gene:391107,genomic,gene,gene:391107
gene:391109,genomic,gene,gene:391109
gene:391112,genomic,gene,gene:391112
gene:391114,genomic,gene,gene:391114
gene:391123,genomic,gene,gene:391123
gene:391126,genomic,gene,gene:391126
gene:391155,genomic,gene,gene:391155
gene:391169,genomic,gene,gene:391169
gene:391175,genomic,gene,gene:391175
gene:391179,genomic,gene,gene:391179
gene:391189,genomic,gene,gene:391189
gene:391190,genomic,gene,gene:391190
gene:391191,genomic,gene,gene:391191
gene:391192,genomic,gene,gene:391192
gene:391194,genomic,gene,gene:391194
gene:391195,genomic,gene,gene:391195
gene:391196,genomic,gene,gene:391196
gene:3912,genomic,gene,gene:3912
gene:391211,genomic,gene,gene:391211
gene:391253,genomic,gene,gene:391253
gene:391256,genomic,gene,gene:391256
gene:391257,genomic,gene,gene:391257
gene:391267,genomic,gene,gene:391267
gene:391282,genomic,gene,gene:391282
gene:3913,genomic,gene,gene:3913
gene:39133,genomic,gene,gene:39133
gene:391356,genomic,gene,gene:391356
gene:391365,genomic,gene,gene:391365
gene:391370,genomic,gene,gene:391370
gene:391387,genomic,gene,gene:391387
gene:3914,genomic,gene,gene:3914
gene:39143,genomic,gene,gene:39143
gene:391472,genomic,gene,gene:391472
gene:391475,genomic,gene,gene:391475
gene:39149,genomic,gene,gene:39149
gene:3915,genomic,gene,gene:3915
gene:39150,genomic,gene,gene:39150
gene:39151,genomic,gene,gene:39151
gene:391518,genomic,gene,gene:391518
gene:391589,genomic,gene,gene:391589
gene:391592,genomic,gene,gene:391592
gene:391598,genomic,gene,gene:391598
gene:3916,genomic,gene,gene:3916
gene:39160,genomic,gene,gene:39160
gene:391622,genomic,gene,gene:391622
gene:391627,genomic,gene,gene:391627
gene:391634,genomic,gene,gene:391634
gene:391656,genomic,gene,gene:391656
gene:391672,genomic,gene,gene:391672
gene:39169,genomic,gene,gene:39169
gene:391712,genomic,gene,gene:391712
gene:391714,genomic,gene,gene:391714
gene:391723,genomic,gene,gene:391723
gene:39173,genomic,gene,gene:39173
gene:391746,genomic,gene,gene:391746
gene:391777,genomic,gene,gene:391777
gene:3918,genomic,gene,gene:3918
gene:39180,genomic,gene,gene:39180
gene:391803,genomic,gene,gene:391803
gene:391811,genomic,gene,gene:391811
gene:391819,genomic,gene,gene:391819
gene:391825,genomic,gene,gene:391825
gene:391827,genomic,gene,gene:391827
gene:391833,genomic,gene,gene:391833
gene:39189,genomic,gene,gene:39189
gene:392,genomic,gene,gene:392
gene:3920,genomic,gene,gene:3920
gene:3921,genomic,gene,gene:3921
gene:39212,genomic,gene,gene:39212
gene:392133,genomic,gene,gene:392133
gene:392138,genomic,gene,gene:392138
gene:39217,genomic,gene,gene:39217
gene:392197,genomic,gene,gene:392197
gene:392209,genomic,gene,gene:392209
gene:39223,genomic,gene,gene:39223
gene:39224,genomic,gene,gene:39224
gene:392255,genomic,gene,gene:392255
gene:392256,genomic,gene,gene:392256
gene:39226,genomic,gene,gene:39226
gene:392271,genomic,gene,gene:392271
gene:392275,genomic,gene,gene:392275
gene:392285,genomic,gene,gene:392285
gene:392288,genomic,gene,gene:392288
gene:392302,genomic,gene,gene:392302
gene:392307,genomic,gene,gene:392307
gene:392309,genomic,gene,gene:392309
gene:392335,genomic,gene,gene:392335
gene:392343,genomic,gene,gene:392343
gene:392371,genomic,gene,gene:392371
gene:392376,genomic,gene,gene:392376
gene:392390,genomic,gene,gene:392390
gene:392391,genomic,gene,gene:392391
gene:392392,genomic,gene,gene:392392
gene:392399,genomic,gene,gene:392399
gene:39241,genomic,gene,gene:39241
gene:392425,genomic,gene,gene:392425
gene:392428,genomic,gene,gene:392428
gene:392433,genomic,gene,gene:392433
gene:392437,genomic,gene,gene:392437
gene:392454,genomic,gene,gene:392454
gene:392459,genomic,gene,gene:392459
gene:392465,genomic,gene,gene:392465
gene:3925,genomic,gene,gene:3925
gene:392501,genomic,gene,gene:392501
gene:392509,genomic,gene,gene:392509
gene:392516,genomic,gene,gene:392516
gene:392517,genomic,gene,gene:392517
gene:392617,genomic,gene,gene:392617
gene:39262,genomic,gene,gene:39262
gene:392636,genomic,gene,gene:392636
gene:3927,genomic,gene,gene:3927
gene:39270,genomic,gene,gene:39270
gene:39284,genomic,gene,gene:39284
gene:392843,genomic,gene,gene:392843
gene:392862,genomic,gene,gene:392862
gene:3929,genomic,gene,gene:3929
gene:392979,genomic,gene,gene:392979
gene:393,genomic,gene,gene:393
gene:3930,genomic,gene,gene:3930
gene:393046,genomic,gene,gene:393046
gene:393082,genomic,gene,gene:393082
gene:3931,genomic,gene,gene:3931
gene:393108,genomic,gene,gene:393108
gene:393118,genomic,gene,gene:393118
gene:393129,genomic,gene,gene:393129
gene:393130,genomic,gene,gene:393130
gene:393131,genomic,gene,gene:393131
gene:393138,genomic,gene,gene:393138
gene:393141,genomic,gene,gene:393141
gene:393146,genomic,gene,gene:393146
gene:39315,genomic,gene,gene:39315
gene:393150,genomic,gene,gene:393150
gene:393154,genomic,gene,gene:393154
gene:393155,genomic,gene,gene:393155
gene:393156,genomic,gene,gene:393156
gene:393159,genomic,gene,gene:393159
gene:393160,genomic,gene,gene:393160
gene:393164,genomic,gene,gene:393164
gene:393165,genomic,gene,gene:393165
gene:393166,genomic,gene,gene:393166
gene:393168,genomic,gene,gene:393168
gene:393169,genomic,gene,gene:393169
gene:393171,genomic,gene,gene:393171
gene:393179,genomic,gene,gene:393179
gene:393182,genomic,gene,gene:393182
gene:3932,genomic,gene,gene:3932
gene:39320,genomic,gene,gene:39320
gene:393202,genomic,gene,gene:393202
gene:393203,genomic,gene,gene:393203
gene:393204,genomic,gene,gene:393204
gene:393211,genomic,gene,gene:393211
gene:393212,genomic,gene,gene:393212
gene:393221,genomic,gene,gene:393221
gene:393223,genomic,gene,gene:393223
gene:393224,genomic,gene,gene:393224
gene:393226,genomic,gene,gene:393226
gene:393229,genomic,gene,gene:393229
gene:393233,genomic,gene,gene:393233
gene:393236,genomic,gene,gene:393236
gene:393275,genomic,gene,gene:393275
gene:393281,genomic,gene,gene:393281
gene:393282,genomic,gene,gene:393282
gene:393285,genomic,gene,gene:393285
gene:393289,genomic,gene,gene:393289
gene:393293,genomic,gene,gene:393293
gene:3933,genomic,gene,gene:3933
gene:393300,genomic,gene,gene:393300
gene:393310,genomic,gene,gene:393310
gene:393313,genomic,gene,gene:393313
gene:393314,genomic,gene,gene:393314
gene:393316,genomic,gene,gene:393316
gene:393317,genomic,gene,gene:393317
gene:393318,genomic,gene,gene:393318
gene:393320,genomic,gene,gene:393320
gene:393326,genomic,gene,gene:393326
gene:393327,genomic,gene,gene:393327
gene:393331,genomic,gene,gene:393331
gene:393332,genomic,gene,gene:393332
gene:393333,genomic,gene,gene:393333
gene:393334,genomic,gene,gene:393334
gene:393337,genomic,gene,gene:393337
gene:393345,genomic,gene,gene:393345
gene:393347,genomic,gene,gene:393347
gene:393351,genomic,gene,gene:393351
gene:393353,genomic,gene,gene:393353
gene:393355,genomic,gene,gene:393355
gene:393364,genomic,gene,gene:393364
gene:393371,genomic,gene,gene:393371
gene:393376,genomic,gene,gene:393376
gene:39338,genomic,gene,gene:39338
gene:393380,genomic,gene,gene:393380
gene:393381,genomic,gene,gene:393381
gene:393387,genomic,gene,gene:393387
gene:393392,genomic,gene,gene:393392
gene:393394,genomic,gene,gene:393394
gene:393397,genomic,gene,gene:393397
gene:393398,genomic,gene,gene:393398
gene:393399,genomic,gene,gene:393399
gene:3934,genomic,gene,gene:3934
gene:39340,genomic,gene,gene:39340
gene:393404,genomic,gene,gene:393404
gene:393408,genomic,gene,gene:393408
gene:393412,genomic,gene,gene:393412
gene:393416,genomic,gene,gene:393416
gene:393417,genomic,gene,gene:393417
gene:393422,genomic,gene,gene:393422
gene:393426,genomic,gene,gene:393426
gene:393428,genomic,gene,gene:393428
gene:393432,genomic,gene,gene:393432
gene:393433,genomic,gene,gene:393433
gene:393435,genomic,gene,gene:393435
gene:393437,genomic,gene,gene:393437
gene:393438,genomic,gene,gene:393438
gene:393442,genomic,gene,gene:393442
gene:393444,genomic,gene,gene:393444
gene:393447,genomic,gene,gene:393447
gene:39345,genomic,gene,gene:39345
gene:393451,genomic,gene,gene:393451
gene:393460,genomic,gene,gene:393460
gene:393462,genomic,gene,gene:393462
gene:393467,genomic,gene,gene:393467
gene:393469,genomic,gene,gene:393469
gene:393481,genomic,gene,gene:393481
gene:393484,genomic,gene,gene:393484
gene:393486,genomic,gene,gene:393486
gene:393488,genomic,gene,gene:393488
gene:393498,genomic,gene,gene:393498
gene:393503,genomic,gene,gene:393503
gene:393505,genomic,gene,gene:393505
gene:393511,genomic,gene,gene:393511
gene:393515,genomic,gene,gene:393515
gene:393519,genomic,gene,gene:393519
gene:393527,genomic,gene,gene:393527
gene:393530,genomic,gene,gene:393530
