database,dataset,update_ds,source_path,source_web,source_compact,source_file_name,source_file_format,source_file_sep,source_file_skiprow,target_file_name,target_file_format,description
CTD,XXXXXXXXXXX,1,http://ctdbase.org/reports/CTD_chem_gene_ixns.csv.gz,1,1,CTD_chem_gene_ixns.csv.gz,GZ,",",0,CTD_chem_gene_ixns.csv,CSV,Chemical–gene interactions
